,us_credit_qoq_growth_L2,us_house_price_yoy_L6,us_indprod_yoy_L5,us_unemployment_L1,us_gdp_yoy_growth_L4,us_consumer_confidence_L5,us_cpi_L0,us_log_vix_L5,us_sp500_qoq_growth_L7,us_bond_yield_10y_d1_L6,us_oil_yoy_L2,us_reer_diff_L1,delinquency_rate
2015-03-31,0.7082274300822977,5.8431640992279155,2.245344069429267,5.7,1.6508175559380112,82.77593666666667,-0.06269593,2.6188546222977394,2.363645528939995,0.5100000000000002,-10.932004689331764,3.1400000000000006,2.49
2015-06-30,1.1594320516886911,5.526767202113492,2.724108069090181,5.533333,2.6891521587272926,87.07970666666667,-0.03827201,2.6304489550786583,4.685983649077574,0.08999999999999986,-45.553631455638175,4.670000000000002,2.39
2015-09-30,0.7779928943663306,4.513186574793471,3.365841732090935,5.433333,3.059782928201682,89.12400333333333,0.1095034,2.448415541205585,9.920010209609131,-0.17999999999999972,-53.01762331397066,-0.03999999999999204,2.28
2015-12-31,1.569242678588445,2.9514499375936643,2.89843352202952,5.1,2.6858351011456394,89.26745999999999,0.4662646,2.7917784166329223,1.2973652675233094,-0.1200000000000001,-43.92382388988404,3.1499999999999915,2.19
2016-03-31,1.0619300654586272,2.618908154636568,3.170492700276073,5.033333,3.9692994988184793,96.58386666666667,1.080267,2.954910279033736,4.694126934898324,-0.07000000000000028,-50.57584731819678,0.8700000000000045,2.17
2016-06-30,0.5572470616423519,3.4127457680434903,-0.0027479483621140055,4.9,3.2790878609270546,102.75263333333334,1.047063,2.727199019940971,0.6152369218874076,-0.31999999999999984,-30.53320860617399,-0.6899999999999977,2.14
2016-09-30,1.0740444055613585,4.536451443395451,-2.106390227283794,4.933333,2.447321366434552,101.38976666666667,1.117615,2.9030685886905716,4.391335025066545,-0.16999999999999993,-22.590108968985756,0.7000000000000028,2.07
2016-12-31,1.0275111616645516,4.922635551966659,-2.2407414414912674,4.9,2.119861312664817,97.62397333333332,1.800621,3.1986731175506815,0.4366404711633187,0.31999999999999984,-18.846671149966365,0.1799999999999926,2.03
2017-03-31,1.2294680174564254,5.073975847121703,-4.496144811599123,4.766667,1.7950168913805964,98.23366,2.53932,2.9019708937395166,-0.2311431171168831,-0.18999999999999995,5.903240124278741,4.540000000000006,1.93
2017-06-30,0.5581314016261718,5.146535474288116,-3.515311400177057,4.566667,1.493250832714721,98.52057666666667,1.901991,2.6354795082673745,-6.935164420467954,0.07000000000000028,44.76164826286022,-1.8700000000000045,1.85
2017-09-30,1.186709291889665,4.491467432787832,-1.678117946525337,4.366667,1.8057615310855144,99.41719666666667,1.966925,2.749192144433385,6.453540320655904,-0.3500000000000003,36.81645912290201,-2.4399999999999977,1.83
2017-12-31,1.378520603446698,4.505188268860261,-1.9939516469206886,4.333333,2.1815663030564147,97.19358,2.117558,2.587011872725154,0.7730192315364315,-0.25,-4.661280298321935,-3.2700000000000102,1.79
2018-03-31,1.0923538499636454,4.703478864177257,-0.02049641716570516,4.166667,2.0874616941966906,100.13449666666668,2.214195,2.641910398597665,1.8992745381929852,-0.010000000000000009,8.277451802179382,0.8100000000000023,1.72
2018-06-30,1.6822747368892,4.281478057830701,0.7162067590550603,4.033333,2.3304137937582903,104.6176,2.711887,2.5152741864043966,3.3070289851110823,0.8600000000000003,12.483720930232556,-2.2099999999999937,1.65
2018-09-30,0.7537064333451582,3.7631316174174145,1.4803308546539107,3.933333,2.410821412174591,103.68509999999999,2.64094,2.414126467726953,3.2542099442487427,-0.010000000000000231,28.35377918480413,4.739999999999995,1.6
2018-12-31,1.8721498872038331,4.504807469822181,1.0630336308315114,3.766667,2.9941434967617697,102.32223333333333,2.203131,2.252343876557299,5.533688947125537,-0.29000000000000004,61.08213820078225,0.710000000000008,1.52
2019-03-31,1.017036888901579,4.5100597677564025,2.467143465957866,3.833333,3.328810094759116,105.837,1.644936,2.401525040848949,2.568647243803057,0.010000000000000231,41.59086510547705,0.9299999999999926,1.53
2019-06-30,1.124157235932266,4.330419982883216,3.224806264183644,3.866667,3.2989628465220244,106.4467,1.811376,2.994231147427724,3.95930522661696,0.19999999999999973,-25.322527290770758,-0.8599999999999994,1.5
2019-09-30,0.8885864661829945,4.786346822459464,2.8410387544831828,3.633333,3.130030640718684,105.80113333333334,1.757488,2.7781979610042917,6.122586427624599,0.43999999999999995,-7.214428857715438,1.0600000000000023,1.47
2019-12-31,1.1273087289596306,3.8700596685230515,4.313826088176409,3.6,2.125110751484538,105.51423333333332,2.032914,2.4948569806411682,-1.224561133408708,0.07000000000000028,-21.48927559692432,1.3599999999999994,1.42
