,us_real_gdp,us_gdp_yoy_growth,us_bond_yield_10y,us_bond_yield_1y,us_term_spread,us_reer,us_reer_log_ret,us_oil_price,us_oil_log_ret,us_credit,us_credit_mom_growth,us_credit_yoy_growth,us_industrial_production,us_vix,us_vix_log_ret,us_sp500_close,us_sp500_log_ret,us_house_price_idx,us_cpi,us_unemployment,us_consumer_confidence,us_delinquency_rate
1974-02-28,6115.952660878544,1.762310048431015,6.96,7.16,-0.20000000000000018,,,,,1388.6138546152026,0.5279047060518627,12.548976803458256,45.4759,,,96.22000122070312,-0.0036308818607837575,64.00418193368962,9.439510153309866,5.018124986094845,100.201,
1974-03-31,6097.258,0.6389984128199799,7.21,8.36,-1.1499999999999995,,,,,1399.728,0.8003769620948509,12.262218507937694,45.4777,,,93.9800033569336,-0.023555219563563268,63.6766084864611,9.937888,5.133333,99.89317,
1974-04-30,6098.0025248606025,0.04388366325813742,7.51,8.99,-1.4800000000000004,,,,,1415.5615598653296,1.1311883355430208,12.158442858666652,45.3451,,,90.30999755859375,-0.039833860165241736,63.34906957723681,10.228159950398013,5.172820934373838,99.51692,
1974-05-31,6108.212161387229,-0.17440195735639596,7.58,8.71,-1.1300000000000008,,,,,1434.6695932419248,1.3498553449284856,12.141028608095073,45.7044,,,87.27999877929688,-0.03412684169032926,63.08224484482328,10.401932928138748,5.176577408018104,99.07949,
1974-06-30,6111.751,-0.20826169490241186,7.54,8.87,-1.3299999999999992,,,,,1452.27,1.2267916488216235,12.097658119394229,45.6238,,,86.0,-0.014774031285249723,62.9790661110586,10.55429,5.2,98.59331,
1974-07-31,6097.654692603652,-0.24509079493535424,7.81,9.0,-1.1900000000000004,,,,,1466.8325353052421,1.002742968266368,11.944389771236175,45.7221,,,79.30999755859375,-0.08098310294136221,63.07380463412111,10.784267793212518,5.290012922044901,98.07168,
1974-08-31,6073.841891766315,-0.36893451491836204,8.04,9.73,-1.6900000000000013,,,,,1478.9475762895975,0.8259321151363963,11.72700551311685,45.2366,,,72.1500015258789,-0.09461688694356314,63.22301958807872,11.090380671887592,5.442384305983174,97.51785,
1974-09-30,6053.978,-0.6290398324048763,8.04,8.21,-0.1700000000000017,,,,,1490.429,0.77632391400968,11.526166684376026,45.2365,,,63.540000915527344,-0.1270776631185353,63.2324337663339,11.44131,5.633333,96.94318,
1974-10-31,6045.418463739948,-1.0645486197096488,7.9,7.93,-0.02999999999999936,,,,,1503.376487434409,0.8687087700527174,11.37302412548582,45.1133,,,73.9000015258789,0.15104320535199658,62.97681738062418,11.824041056231993,5.869750074361886,96.40237,
1974-11-30,6041.496551975735,-1.5392349422318152,7.68,7.66,0.019999999999999574,,,,,1515.165573491182,0.7841739015681748,11.22212382541754,43.6278,,,69.97000122070312,-0.054646252398145446,62.602704625790984,12.111890340968113,6.170187708816891,95.94429,
1974-12-31,6030.464,-1.9457634317057715,7.43,7.35,0.08000000000000007,,,,,1523.934,0.5787107800115932,10.982823134949005,42.0533,,,68.55999755859375,-0.020357357524150594,62.2846608282658,12.20044,6.6,95.63673,
1975-01-31,6005.049778614541,-2.1693055749016366,7.5,6.36,1.1399999999999997,,,,,1527.64340078221,0.2434095428154981,10.59286907462036,41.4676,,,76.9800033569336,0.11583645278371846,62.18884671231006,11.991958778511993,7.168715094863293,95.54074,
1975-02-28,5978.0437857641255,-2.254904227702248,7.39,6.01,1.38,,,,,1528.9356407834086,0.08459042211925727,10.105169677072713,40.5165,,,81.58999633789062,0.05816096909295,62.25638788340214,11.61177155930653,7.722852815141082,95.64615,
1975-03-31,5957.035,-2.2997714710448536,7.73,6.36,1.37,,,,,1531.672,0.17897151087336027,9.426402843981109,40.0638,,,83.36000061035156,0.02146192477051662,62.4130921104947,11.08757,8.266666,95.92093,
1975-04-30,5955.787123591082,-2.332163699338119,8.23,6.88,1.3500000000000005,,,,,1538.2048517963565,0.4265176745645638,8.663932068252445,40.1573,,,87.30000305175781,0.04618191247575752,62.55777480493731,10.572689265083435,8.6308805325453,96.33075,
1975-05-31,5972.08287083289,-2.2286274110593807,8.06,6.08,1.9800000000000004,,,,,1547.5882601818232,0.6100233252098075,7.870708870656129,40.0253,,,91.1500015258789,0.04315602006228804,62.59991332046257,10.082709627105187,8.830696652669015,96.81124,
1975-06-30,5999.61,-1.8348424207727088,7.86,6.85,1.0100000000000007,,,,,1556.872,0.5998843527726283,7.202655153656012,40.2772,,,95.19000244140625,0.043368402045953124,62.4396280789175,9.684066,8.866667,97.31667,
1975-07-31,6034.7244980275655,-1.032039329029566,8.06,7.38,0.6800000000000006,,,,,1564.9558486783976,0.519236563981984,6.689469384638125,40.6994,,,88.75,-0.07005149155540613,62.020481209348404,9.365497690601357,8.767340791884699,97.8161,
1975-08-31,6071.116008455714,-0.04487906269499131,8.4,7.56,0.8400000000000007,,,,,1572.6563062702842,0.4920559003878333,6.336176581443431,41.0998,,,86.87999725341797,-0.021295603783413563,61.51833246086484,9.073824681914964,8.603889946659498,98.28413,
1975-09-30,6102.326,0.7986153897486803,8.43,7.83,0.5999999999999996,,,,,1581.501,0.5624047475886185,6.110455446049423,41.6304,,,83.87000274658203,-0.03525981082770522,61.170192832849,8.733334,8.466666,98.71856,
1975-10-31,6127.4995450368,1.3577402753700119,8.14,6.27,1.870000000000001,,,,,1593.1290177841731,0.7352520032660737,5.970063460479658,41.8135,,,89.04000091552734,0.05981770350508589,61.10728270717301,8.264242536990178,8.404067696016902,99.13097,
1975-11-30,6151.37696638425,1.818761518163603,8.05,6.68,1.370000000000001,,,,,1604.9372133059526,0.7411951819321638,5.924873253813612,41.8697,,,91.23999786376953,0.02440765675338402,61.221985290436514,7.752269591705169,8.373875129618362,99.53442,
1975-12-31,6184.53,2.5547951202428143,8.0,6.16,1.8399999999999999,,,,,1615.051,0.6301671249316021,5.979064710151483,42.4414,,,90.19000244140625,-0.011574790755670725,61.3393469960194,7.249191,8.3,99.93673,
1976-01-31,6231.669696475598,3.773822469683874,7.74,5.65,2.09,,,,,1621.4626487883959,0.3969935802891733,6.14143640840179,43.0012,,,100.86000061035156,0.11181483945284647,61.328209009661805,6.84396760036983,8.131940734512453,100.3219,
1976-02-29,6280.026502262219,5.051530689976258,7.79,6.21,1.58,,,,,1626.6497741178694,0.31990408988757935,6.3909906164783425,43.4229,,,99.70999908447266,-0.01146745904125162,61.292252620012235,6.561787662201394,7.9299952144242685,100.647,
1976-03-31,6323.649,6.154303273356643,7.73,6.11,1.62,,,,,1635.133,0.5215152036480042,6.754775173797012,43.5168,,,102.7699966430664,0.0302274853136522,61.3799723569383,6.357279,7.733333,100.8788,
1976-04-30,6348.922026416803,6.600889096060891,7.56,6.14,1.42,,,,,1648.767459377541,0.8338440590178742,7.187768745630119,43.7327,,,101.63999938964844,-0.011056296525522433,61.68430617069332,6.241528131954032,7.613953735713781,101.018,
1976-05-31,6362.062993976153,6.530052103729012,7.9,6.75,1.1500000000000004,,,,,1666.1321270669632,1.053190829953543,7.659909934391229,43.9186,,,100.18000030517578,-0.014468581471184964,62.09492185611868,6.1621265456999135,7.56240625708641,101.0772,
1976-06-30,6370.025,6.173984642335095,7.86,6.46,1.4000000000000004,,,,,1682.642,0.9909101844222112,8.07837767009747,43.9637,,,104.27999877929688,0.04011100638354185,62.4032642108448,6.073889,7.566667,101.0847,
1976-07-31,6379.926438104704,5.720260140955347,7.83,6.12,1.71,,,,,1696.824219064903,0.842854217647182,8.426331675610399,44.2141,,,103.44000244140625,-0.0080878192935367,62.49622095494192,5.9299872540721195,7.61021168996842,101.0647,
1976-08-31,6392.028467522014,5.285889095503027,7.77,5.9,1.8699999999999992,,,,,1709.6153431578784,0.7538272939093593,8.708771035446805,44.5182,,,102.91000366210938,-0.005136902632196524,62.44822786038914,5.736942119036443,7.673388729705597,101.0342,
1976-09-30,6404.895,4.95825690072933,7.59,5.78,1.8099999999999996,,,,,1723.078,0.7874670109858872,8.95206515835274,44.6721,,,105.23999786376953,0.02238858043988287,62.402996501655,5.518087,7.733333,101.0222,
1976-10-31,6418.769156225838,4.753482379692109,7.41,5.5,1.9100000000000001,,,,,1739.75673264318,0.9679615573514377,9.203756458026625,44.6585,,,102.9000015258789,-0.022485778204677637,62.46144147843509,5.284348570194786,7.775773870151481,101.0522,
1976-11-30,6433.4980331391525,4.586307558399105,7.29,4.95,2.34,,,,,1757.0147601538433,0.9919793490003492,9.47560724413834,45.3392,,,102.0999984741211,-0.007804947443084419,62.585124036730925,5.113507668167803,7.788996623833335,101.1482,
1976-12-31,6451.177,4.311515992322779,6.87,4.86,2.01,,,,,1773.575,0.9425213846642189,9.815417593623987,45.8294,,,107.45999908447266,0.051165966555297364,62.7119864954673,5.069403,7.766667,101.3034,
1977-01-31,6472.508105361203,3.864749266505796,7.21,5.56,1.6500000000000004,,,,,1787.3919498832063,0.7790451423371536,10.233310105465442,45.5087,,,102.02999877929688,-0.05185180105791695,62.792850230505934,5.213586125087427,7.703429627432864,101.4869,
1977-02-28,6495.952330276769,3.438294853322166,7.39,5.56,1.83,,,,,1799.6449837121106,0.6855258484131044,10.635061852085293,46.2277,,,99.81999969482422,-0.021898314738852603,62.875397097585505,5.475853716395552,7.61741719088561,101.6747,
1977-03-31,6527.703,3.2268394403294653,7.46,5.4,2.0599999999999996,,,,,1816.288,0.9247944143716547,11.078915293129054,46.8185,,,98.41999816894531,-0.01412454415086828,63.0567532511507,5.85774,7.5,101.8397,
1977-04-30,6564.902640967745,3.401847016742088,7.37,5.6,1.7700000000000005,,,,,1837.644007986566,1.175805157913623,11.455620835720026,47.2684,,,98.44000244140625,0.00020323349047811525,63.37363439631343,6.2600030905153305,7.374352199508778,101.9493,
1977-05-31,6608.694771732382,3.876600687383158,7.46,5.86,1.5999999999999996,,,,,1862.6625236393438,1.361445173496345,11.795606925745439,47.6411,,,96.12000274658203,-0.023849810881033086,63.78567573099146,6.626134575497246,7.245046546060534,101.997,
1977-06-30,6654.466,4.465304296293993,7.28,5.72,1.5600000000000005,,,,,1886.176,1.2623583747588762,12.096096495867803,48.0116,,,100.4800033569336,0.04436129668608171,64.1786673371641,6.847698,7.133333,101.9842,
1977-07-31,6702.529837156559,5.056537911237902,7.33,6.22,1.1100000000000003,,,,,1907.2004807417293,1.114661661569727,12.398235439659256,48.073,,,98.8499984741211,-0.016355201948541658,64.51581125343994,6.88314355183263,7.04118682614299,101.9244,
1977-08-31,6745.139270366608,5.524237018635869,7.4,6.36,1.04,,,,,1926.9100313086776,1.0334283556431956,12.710150796226948,48.1205,,,96.7699966430664,-0.021266539977285726,64.83209189685431,6.792749616506151,6.966177502130378,101.8406,
1977-09-30,6774.457,5.769993106834703,7.34,6.66,0.6799999999999997,,,,,1947.699,1.0788759388627778,13.036032031051414,48.3189,,,96.52999877929688,-0.002483165988351848,65.1910348499212,6.682161,6.9,101.7621,
1977-10-31,6787.475232240321,5.7441865728550034,7.52,7.05,0.46999999999999975,,,,,1972.818459984796,1.2896992802684526,13.396225056564637,48.3871,,,92.33999633789062,-0.0443764507948105,65.66285089343147,6.621657413981868,6.829205731174021,101.7064,
1977-11-30,6786.00359614295,5.479220809395291,7.58,6.92,0.6600000000000001,,,,,1997.957879953311,1.2742895749621397,13.71320977282917,48.4761,,,94.83000183105469,0.026608456784577145,66.1538107496706,6.606461343750691,6.754175325677683,101.6747,
1977-12-31,6774.592,5.013271221670101,7.69,6.98,0.71,,,,,2020.846,1.145575703889401,13.941953399207808,48.5629,,,95.0999984741211,0.0028431193019023047,66.6031901886216,6.605399,6.666667,101.6691,
1978-01-31,6760.623295224321,4.451368544822221,7.96,7.26,0.7000000000000002,,,,,2038.2391043687408,0.8606843059164593,14.034255581263277,47.8481,,,89.25,-0.06348753284660227,66.9237188905858,6.59693476622416,6.566084974567635,101.6925,
1978-02-28,6761.231498046392,4.083760998879127,8.03,7.32,0.7099999999999991,,,,,2052.697357349122,0.7093501910247602,14.061238518001606,48.1044,,,87.04000091552734,-0.025073627033649303,67.12602315646173,6.591742542910859,6.462716528699836,101.7389,
1978-03-31,6796.26,4.1141118093148465,8.04,7.48,0.5599999999999987,,,,,2072.739,0.9763564306800809,14.119511883577939,49.0265,,,89.20999908447266,0.024625337036983965,67.3033415990865,6.606437,6.333333,101.8378,
1978-04-30,6875.146781729091,4.725799569749789,8.15,7.7,0.4500000000000002,,,,,2099.820396107563,1.3065511918076922,14.266984627139667,50.0206,,,96.83000183105469,0.08196375187035011,67.47555564496358,6.65894977369485,6.197413225468632,101.9766,
1978-05-31,6976.510258982418,5.565629824868101,8.35,7.94,0.40999999999999925,,,,,2132.3278416553876,1.5481060003076363,14.477411479195968,50.254,,,97.23999786376953,0.004225244945850045,67.69588133779536,6.773109943906628,6.073085366968176,102.1185,
1978-06-30,7058.92,6.077933225596155,8.46,8.38,0.08000000000000007,,,,,2163.082,1.442280954355346,14.680814515718566,50.5801,,,95.52999877929688,-0.017741805975583856,67.987880300849,6.961326,6.0,102.2252,
1978-07-31,7101.912693991354,5.958688234713283,8.64,8.33,0.3100000000000005,,,,,2190.2575580002936,1.2563350811616747,14.841495695747753,50.5384,,,100.68000030517578,0.052506851794561875,68.38886753431365,7.246582175329596,5.992616287073244,102.2732,
1978-08-31,7117.2944230992425,5.517382782111291,8.41,8.48,-0.07000000000000028,,,,,2214.5021902572844,1.1069306515315125,14.925043425783935,50.7458,,,103.29000091552734,0.025593401583939995,68.82312279747804,7.594151974058772,6.019739888252991,102.2527,
1978-09-30,7129.915,5.247033083241948,8.42,8.81,-0.39000000000000057,,,,,2238.138,1.0673193210962495,14.911903738719378,50.8744,,,102.54000091552734,-0.0072875995981568605,69.1910769828303,7.95207,6.033333,102.1642,
1978-10-31,7158.783131634353,5.470486251357931,8.64,9.92,-1.2799999999999994,,,,,2264.8052278663904,1.1914916714872215,14.800488428309055,51.2559,,,93.1500015258789,-0.0960418618555677,69.46611759445379,8.310803356476528,6.001307295002804,102.0135,
1978-11-30,7194.616787013217,6.02141135177876,8.81,10.09,-1.2799999999999994,,,,,2291.040024481033,1.1583687767869444,14.669085242906664,51.6514,,,94.69999694824219,0.016502854538024154,69.71429681396468,8.636243035486977,5.9464406985129505,101.8208,
1978-12-31,7225.75,6.659559719611163,9.01,10.57,-1.5600000000000005,,,,,2315.825,1.0818220220566,14.596807475680972,51.909,,,96.11000061035156,0.014779407219244402,70.0734313726074,8.943966,5.9,101.6215,
1979-01-31,7240.259177045404,7.094551210387601,9.1,10.13,-1.0300000000000011,,,,,2336.6758112417524,0.9003621276112206,14.641888983159301,51.6278,,,99.93000030517578,0.03897656874184852,70.6051885586888,9.221779627711868,5.887723523398951,101.4449,
1979-02-28,7242.1544979552555,7.112949764370935,9.1,10.33,-1.2300000000000004,,,,,2354.885768256784,0.779310374482578,14.721527741328222,51.8752,,,96.27999877929688,-0.03720934369140042,71.11026863791278,9.463844042782158,5.887281211431345,101.2731,
1979-03-31,7238.727,6.510448393675339,9.12,10.17,-1.0500000000000007,,,,,2378.591,1.0066404096010118,14.755934056338017,52.0446,,,101.58999633789062,0.05368446881932831,71.5077302822835,9.745763,5.866667,101.0753,
1979-04-30,7236.036824938943,5.249197648680437,9.18,10.29,-1.1099999999999994,,,,,2407.9833652897273,1.2357048895639267,14.675682251368084,51.4193,,,101.76000213623047,0.0016720515291213682,71.60036849698209,10.05047452249966,5.807148578866789,100.8377,
1979-05-31,7237.6756171591305,3.7434956515753015,9.25,9.91,-0.6600000000000001,,,,,2442.642856674582,1.439357592102164,14.552875451754543,51.8856,,,99.08000183105469,-0.02668949748291597,71.49877552279017,10.393888163631278,5.735861475021567,100.579,
1979-06-30,7246.454,2.6566953584967523,8.91,9.4,-0.4900000000000002,,,,,2476.7,1.3942743709894234,14.498664405695205,51.8965,,,102.91000366210938,0.03792723233182707,71.3696505373974,10.7438,5.7,100.3104,
1979-07-31,7264.195013569794,2.2850508950319925,8.95,9.75,-0.8000000000000007,,,,,2509.380864645888,1.3195326299466181,14.570126946027017,51.8097,,,103.80999755859375,0.008707426253574188,71.33353447401934,11.110544110464808,5.727678224322346,100.0448,
1979-08-31,7284.830129842507,2.3539240726015986,9.03,10.4,-1.370000000000001,,,,,2539.395458106012,1.196095574131184,14.671164891057575,51.4684,,,109.31999969482422,0.05171707658115684,71.37623543156333,11.459432428152224,5.796641181102974,99.79385,
1979-09-30,7300.281,2.389453450707335,9.33,10.8,-1.4700000000000006,,,,,2566.476,1.0664168831028054,14.67014098326378,51.4597,,,109.31999969482422,0.0,71.4388957316331,11.7558,5.866667,99.54821,
1979-10-31,7306.8455274750895,2.0682620651889305,10.3,12.89,-2.59,,,,,2593.04219897865,1.0351236083505189,14.492944782783045,51.8334,,,101.81999969482422,-0.07107281279130358,71.47612094395667,12.01333236863969,5.914097480424566,99.28812,
1979-11-30,7309.946593876259,1.6030013866926263,10.65,11.88,-1.2300000000000004,,,,,2618.0517839597214,0.9644881595417987,14.273507052883684,51.7531,,,106.16000366210938,0.04174087904310221,71.46014078405764,12.280410186935978,5.941904877405088,99.01131,
1979-12-31,7318.535,1.284088156938723,10.39,11.7,-1.3099999999999987,,,,,2643.895,0.9871163052852738,14.166441764813854,51.7878,,,107.94000244140625,0.01662811528859212,71.3689983674672,12.66073,5.966667,98.72467,
1980-01-31,7336.793850556868,1.3333041145477065,10.8,12.4,-1.5999999999999996,,,,,2669.9428606112065,0.9852078320510715,14.262442730228365,52.0679,,,114.16000366210938,0.0560254654386485,71.17918161608736,13.197350658544858,6.007937045016066,98.4297,
1980-02-29,7349.9097607402155,1.4878895888700505,12.41,15.45,-3.039999999999999,,,,,2692.8157613202025,0.8566812813274982,14.350164989683245,52.082,,,113.66000366210938,-0.004389437158488404,70.88626667780127,13.755651261067234,6.099495888054163,98.10941,
1980-03-31,7341.557,1.420553641544986,12.75,15.8,-3.0500000000000007,,,,,2713.36,0.7629277492688713,14.074256566177223,51.87,,,102.08999633789062,-0.10735682677929415,70.4205074801084,14.28571,6.3,97.80393,
1980-04-30,7300.49387762252,0.8907783949001713,11.47,11.12,0.3500000000000014,,,,,2728.061252995231,0.5418098960414675,13.292362909118015,50.8397,,,106.29000091552734,0.04031647484943399,69.8356399070525,14.620937477790584,6.6174525987635615,97.63551,
1980-05-31,7241.008258162756,0.04604573595041739,10.18,8.83,1.3499999999999996,,,,,2740.3820368415745,0.4516314959136736,12.189222806494726,49.589,,,111.23999786376953,0.045518794002990665,69.30068733287978,14.714338969706802,7.000993414910549,97.6956,
1980-06-30,7190.289,-0.775068743967744,9.78,8.49,1.2899999999999991,,,,,2752.864,0.45548259296035454,11.15048249687085,48.9482,,,114.23999786376953,0.02661146972981168,69.0963863235689,14.5056,7.333333,98.01794,
1980-07-31,7164.153876124408,-1.37718132922513,10.25,9.36,0.8900000000000006,,,,,2769.2937845819197,0.5968251458088547,10.357651307455452,48.6039,,,121.66999816894531,0.06301096685822764,69.35836968860193,13.977491568262785,7.5593297863057405,98.53143,
1980-08-31,7163.626213554698,-1.6637850729187775,11.1,11.15,-0.05000000000000071,,,,,2790.209055364403,0.7552564808735562,9.876901860943633,48.7563,,,122.37999725341797,0.00581848884132607,69.82454682745282,13.340338233623491,7.664312813583334,99.10852,
