date,us_credit_qoq_growth,us_sp500_log_ret,us_vix_log_ret,us_bond_yield_10y,us_oil_yoy,us_reer_diff,us_gdp_yoy_growth,us_cpi,us_unemployment,us_consumer_confidence,us_house_price_yoy,us_indprod_yoy
1974-09-30,,-0.30267765300346067,,8.04,,,,11.94690265486724,5.9,96.9442,-1.317629763150896,-0.4968941366931823
1974-12-31,,0.07603959542970058,,7.43,,,,12.095032397408213,7.2,95.64203,-3.2861974307465625,-8.426496526794857
1975-03-31,,0.19545934664718498,,7.73,,,,10.460251046025103,8.6,95.92943,-1.984270842934488,-11.90451583963129
1975-06-30,,0.13270633458399853,,7.86,,,,9.183673469387754,8.8,97.32443,-0.856535457654839,-11.71888356515679
1975-09-30,,-0.12660690616652476,,8.43,,,,7.905138339920947,8.4,98.72328,-3.2613657432601917,-7.971660053275553
1975-12-31,,0.07265056950279916,,8.0,,,,7.129094412331405,8.2,99.94003,-1.5177313638310763,0.9228764448925508
1976-03-31,,0.13057486572524726,,7.73,,,,6.060606060606055,7.6,100.882,-1.655293334493646,8.61875308882334
1976-06-30,,0.014586128386834344,,7.86,,,,5.981308411214958,7.6,101.0877,-0.058238444384606236,9.152820950810892
1976-09-30,,0.009163858514149373,,7.59,,,,5.494505494505497,7.6,101.0255,2.015366654433648,7.306439524962527
1976-12-31,,0.020875240907535265,,6.87,,,,5.035971223021574,7.8,101.3063,2.237779772153381,7.9827715391104
1977-03-31,,-0.08787465994763762,,7.46,,,,6.428571428571428,7.4,101.8413,2.73180457700688,7.587184719464668
1977-06-30,,0.0207147192955267,,7.28,,,,6.701940035273357,7.2,101.9846,2.8450484902851514,9.207368806538119
1977-09-30,,-0.04010490791417913,,7.34,,,,6.423611111111094,6.8,101.7617,4.4677956261159,8.163484591053471
1977-12-31,,-0.01492487470833099,,7.69,,,,6.67808219178081,6.4,101.668,6.204880295787696,5.964511863563571
1978-03-31,,-0.06393582284326763,,8.04,,,,6.375838926174482,6.3,101.8364,6.734549638199616,4.716084453794966
1978-06-30,,0.06844719084061618,,8.46,,,,7.438016528925617,5.9,102.2235,5.935325742544806,5.349748810704069
1978-09-30,,0.07081265378034496,,8.42,,,,8.482871125611746,6.0,102.1619,6.135877643479271,5.288820730604393
1978-12-31,,-0.06475960009829916,,9.01,,,,8.988764044943842,6.0,101.6184,5.210322770062525,6.890239256716546
1979-03-31,,0.05545169386977616,,9.12,,,,10.252365930599373,5.8,101.0724,6.246924124870024,6.156058458180791
1979-06-30,,0.01290978637803261,,8.91,,,,11.076923076923071,5.7,100.3083,4.974078058595066,2.6026045816437637
1979-09-30,,0.06042450283473112,,9.33,,,,11.879699248120312,5.9,99.54688,3.248711895842571,1.1504803987860246
1979-12-31,,-0.012703818459609464,,10.39,,,,13.254786450662737,6.0,98.72421,1.8488704912576148,-0.23348552274172762
1980-03-31,,-0.05572079849913387,,12.75,,,,14.592274678111572,6.3,97.80502,-1.5204269494825118,-0.3354814908751447
1980-06-30,,0.11244673858223601,,9.78,,,,14.265927977839322,7.6,98.0209,-3.1851973446855086,-5.68111529679266
1980-09-30,,0.09368549547945526,,11.51,,,,12.768817204301076,7.5,99.61485,-1.8618177689186277,-3.6900720369531848
1980-12-31,,0.0789016050924211,,12.84,,,,12.353706111833551,7.2,100.0567,-3.5200329073868164,-0.8052089488257752
1981-03-31,,0.001766305272398207,,13.12,,,,10.611735330836458,7.4,99.71187,-4.075291064375008,-1.5180258338153063
1981-06-30,,-0.03585574144956085,,13.47,,,,9.696969696969692,7.5,99.07923,-2.277383489853857,5.029602722878468
1981-09-30,,-0.12165842909535503,,15.32,,,,10.96543504171632,7.6,98.20197,-3.762280479259772,3.778994689351256
1981-12-31,,0.053378419685129526,,13.72,,,,8.912037037037024,8.5,97.21574,-2.962181530566732,-2.8656357308042835
1982-03-31,,-0.09037747840628467,,13.86,,,,6.884875846501148,9.0,96.42503,-1.2741975216817303,-3.0348885922016455
1982-06-30,,-0.02121303967395599,,14.3,,,,7.182320441988943,9.6,96.26878,-1.9932276361048773,-5.424420493249382
1982-09-30,,0.0940570000347071,,12.34,,,,4.940923737916236,10.1,96.82649,-3.687971121121514,-6.868842801509523
1982-12-31,,0.15521781276631985,,10.54,,,,3.825717321997879,10.8,98.03716,-2.650099328484079,-5.912378478798031
1983-03-31,,0.08397306359899843,,10.51,,,,3.590285110876445,10.3,99.84448,-1.8089118502523038,-3.2461646238918895
1983-06-30,,0.09164232621997359,,10.85,,,,2.4742268041237248,10.1,101.5108,-0.9706445735042979,1.0316445022150678
